1024
-69.793 365.589
-68.705 364.495
-67.615 363.402
-66.524 362.311
-65.432 361.222
-64.337 360.134
-63.241 359.048
-62.143 357.964
-61.044 356.882
-59.942 355.801
-58.840 354.722
-57.735 353.644
-56.629 352.568
-55.521 351.494
-54.412 350.422
-53.301 349.352
-52.188 348.283
-51.073 347.215
-49.957 346.150
-48.840 345.086
-47.720 344.024
-46.599 342.964
-45.477 341.906
-44.353 340.849
-43.227 339.794
-42.099 338.740
-40.970 337.689
-39.839 336.639
-38.707 335.591
-37.573 334.544
-36.437 333.500
-35.300 332.457
-34.161 331.416
-33.021 330.377
-31.879 329.339
-30.735 328.303
-29.590 327.269
-28.443 326.237
-27.295 325.206
-26.145 324.178
-24.993 323.151
-23.840 322.126
-22.685 321.102
-21.529 320.081
-20.371 319.061
-19.212 318.043
-18.051 317.026
-16.888 316.012
-15.724 314.999
-14.558 313.988
-13.391 312.979
-12.222 311.972
-11.052 310.967
-9.880 309.963
-8.706 308.961
-7.531 307.961
-6.355 306.963
-5.177 305.967
-3.997 304.972
-2.816 303.979
-1.633 302.988
-0.449 301.999
0.737 301.012
1.924 300.026
3.113 299.043
4.303 298.061
5.495 297.081
6.688 296.103
7.883 295.127
9.080 294.152
10.278 293.180
11.477 292.209
12.678 291.240
13.880 290.273
15.084 289.308
16.289 288.345
17.496 287.383
18.704 286.424
19.914 285.466
21.125 284.510
22.338 283.556
23.552 282.604
24.768 281.654
25.985 280.706
27.204 279.759
28.424 278.815
29.645 277.872
30.868 276.931
32.093 275.992
33.318 275.055
34.546 274.120
35.774 273.187
37.005 272.255
38.236 271.326
39.469 270.398
40.704 269.473
41.940 268.549
43.177 267.627
44.416 266.707
45.656 265.789
46.898 264.873
48.141 263.959
49.385 263.047
50.631 262.136
51.878 261.228
53.127 260.321
54.377 259.417
55.628 258.514
56.881 257.613
58.135 256.715
59.390 255.818
60.647 254.923
61.906 254.030
63.165 253.139
64.427 252.250
65.689 251.363
66.953 250.478
68.218 249.594
69.485 248.713
70.752 247.834
72.022 246.956
73.292 246.081
74.564 245.208
75.838 244.336
77.112 243.467
78.388 242.599
79.665 241.734
80.944 240.870
82.224 240.008
83.505 239.149
84.788 238.291
86.072 237.435
87.357 236.582
88.644 235.730
89.932 234.880
91.221 234.032
92.512 233.187
93.803 232.343
95.097 231.501
96.391 230.661
97.687 229.824
98.984 228.988
100.282 228.154
101.582 227.322
102.882 226.493
104.185 225.665
105.488 224.839
106.793 224.015
108.099 223.194
109.406 222.374
110.714 221.556
112.024 220.741
113.335 219.927
114.647 219.115
115.961 218.306
117.276 217.498
118.592 216.693
119.909 215.889
121.227 215.088
122.547 214.288
123.868 213.491
125.190 212.696
126.514 211.902
127.838 211.111
129.164 210.322
130.491 209.535
131.819 208.749
133.149 207.966
134.480 207.185
135.812 206.406
137.145 205.629
138.479 204.855
139.814 204.082
141.151 203.311
142.489 202.542
143.828 201.776
145.168 201.011
146.510 200.249
147.852 199.488
149.196 198.730
150.541 197.974
151.887 197.220
153.234 196.467
154.583 195.717
155.932 194.969
157.283 194.224
158.635 193.480
159.988 192.738
161.342 191.999
162.697 191.261
164.054 190.526
165.411 189.792
166.770 189.061
168.130 188.332
169.491 187.605
170.853 186.880
172.216 186.157
173.580 185.436
174.946 184.718
176.312 184.001
177.680 183.287
179.049 182.575
180.418 181.864
181.789 181.156
183.161 180.450
184.534 179.747
185.909 179.045
187.284 178.345
188.660 177.648
190.038 176.952
191.416 176.259
192.796 175.568
194.176 174.879
195.558 174.192
196.941 173.508
198.324 172.825
199.709 172.145
201.095 171.466
202.482 170.790
203.870 170.116
205.259 169.444
206.649 168.775
208.040 168.107
209.432 167.442
210.825 166.778
212.220 166.117
213.615 165.458
215.011 164.802
216.408 164.147
217.806 163.494
219.206 162.844
220.606 162.196
222.007 161.550
223.409 160.906
224.812 160.264
226.217 159.625
227.622 158.987
229.028 158.352
230.435 157.719
231.843 157.088
233.252 156.459
234.662 155.833
236.073 155.209
237.485 154.586
238.898 153.967
240.312 153.349
